timestamp,simple-path,time
2021-09-04 19:53:05.898,/master/welcome,472
2021-09-04 19:53:06.341,/master/welcome,377
2021-09-04 19:53:07.229,/master/sign-in,638
2021-09-04 19:53:08.645,/master/welcome,614
2021-09-04 19:53:13.333,/master/welcome,635
2021-09-04 19:53:14.135,/master/welcome,631
2021-09-04 19:53:14.871,/master/welcome,529
2021-09-04 19:53:15.462,/master/welcome,518
2021-09-04 19:53:16.263,/master/sign-in,633
2021-09-04 19:53:17.579,/master/welcome,604
2021-09-04 19:53:19.047,/manager/task/create,1238
2021-09-04 19:53:21.433,/master/welcome,604
2021-09-04 19:53:22.772,/manager/task/list-mine,1155
2021-09-04 19:53:23.609,/manager/task/show,596
2021-09-04 19:53:24.474,/master/welcome,372
2021-09-04 19:53:25.179,/master/welcome,597
2021-09-04 19:53:25.643,/master/welcome,370
2021-09-04 19:53:26.052,/master/welcome,375
2021-09-04 19:53:26.785,/master/sign-in,616
2021-09-04 19:53:28.133,/master/welcome,616
2021-09-04 19:53:28.946,/manager/task/create,595
2021-09-04 19:53:31.233,/master/welcome,1229
2021-09-04 19:53:32.245,/manager/task/list-mine,821
2021-09-04 19:53:33.115,/manager/task/show,602
2021-09-04 19:53:34.02,/master/welcome,443
2021-09-04 19:53:34.796,/master/welcome,620
2021-09-04 19:53:35.224,/master/welcome,351
2021-09-04 19:53:35.683,/master/welcome,398
2021-09-04 19:53:36.424,/master/sign-in,620
2021-09-04 19:53:37.755,/master/welcome,604
2021-09-04 19:53:38.556,/manager/task/create,594
2021-09-04 19:53:41.082,/master/welcome,604
2021-09-04 19:53:41.968,/manager/task/list-mine,712
2021-09-04 19:53:42.803,/manager/task/show,594
2021-09-04 19:53:43.752,/master/welcome,391
2021-09-04 19:53:44.468,/master/welcome,605
2021-09-04 19:53:44.904,/master/welcome,352
2021-09-04 19:53:45.354,/master/welcome,417
2021-09-04 19:53:46.1,/master/sign-in,624
2021-09-04 19:53:47.372,/master/welcome,590
2021-09-04 19:53:48.275,/manager/task/create,612
2021-09-04 19:53:50.452,/master/welcome,1225
2021-09-04 19:53:51.386,/manager/task/list-mine,744
2021-09-04 19:53:52.281,/manager/task/show,602
2021-09-04 19:53:53.151,/master/welcome,346
2021-09-04 19:53:53.85,/master/welcome,586
2021-09-04 19:53:54.256,/master/welcome,319
2021-09-04 19:53:54.716,/master/welcome,425
2021-09-04 19:53:55.418,/master/sign-in,593
2021-09-04 19:53:56.729,/master/welcome,594
2021-09-04 19:53:57.569,/manager/task/create,595
2021-09-04 19:53:59.819,/master/welcome,1179
2021-09-04 19:54:01.196,/manager/task/list-mine,1172
2021-09-04 19:54:02.092,/manager/task/show,627
2021-09-04 19:54:03.821,/master/welcome,420
2021-09-04 19:54:04.578,/master/welcome,620
2021-09-04 19:54:05.013,/master/welcome,351
2021-09-04 19:54:05.45,/master/welcome,403
2021-09-04 19:54:06.213,/master/sign-in,626
2021-09-04 19:54:07.482,/master/welcome,590
2021-09-04 19:54:08.293,/manager/task/create,594
2021-09-04 19:54:09.631,/manager/task/create,611
2021-09-04 19:54:10.11,/master/welcome,374
2021-09-04 19:54:10.887,/master/welcome,622
2021-09-04 19:54:11.384,/master/welcome,383
2021-09-04 19:54:11.774,/master/welcome,362
2021-09-04 19:54:12.477,/master/sign-in,599
2021-09-04 19:54:13.971,/master/welcome,611
2021-09-04 19:54:14.786,/manager/task/create,598
2021-09-04 19:54:16.217,/manager/task/create,608
2021-09-04 19:54:16.735,/master/welcome,381
2021-09-04 19:54:17.446,/master/welcome,591
2021-09-04 19:54:18.103,/master/welcome,581
2021-09-04 19:54:18.644,/master/welcome,508
2021-09-04 19:54:19.375,/master/sign-in,605
2021-09-04 19:54:20.733,/master/welcome,603
2021-09-04 19:54:21.546,/manager/task/create,593
2021-09-04 19:54:23.09,/manager/task/create,625
2021-09-04 19:54:23.574,/master/welcome,406
2021-09-04 19:54:24.274,/master/welcome,592
2021-09-04 19:54:24.699,/master/welcome,342
2021-09-04 19:54:25.16,/master/welcome,430
2021-09-04 19:54:25.874,/master/sign-in,594
2021-09-04 19:54:27.226,/master/welcome,592
2021-09-04 19:54:28.042,/manager/task/create,595
2021-09-04 19:54:29.96,/manager/task/create,882
2021-09-04 19:54:30.686,/master/welcome,650
2021-09-04 19:54:31.487,/master/welcome,655
2021-09-04 19:54:32.062,/master/welcome,482
2021-09-04 19:54:32.85,/master/welcome,750
2021-09-04 19:54:33.655,/master/sign-in,624
2021-09-04 19:54:34.983,/master/welcome,608
2021-09-04 19:54:36.063,/manager/task/create,695
2021-09-04 19:54:37.613,/manager/task/create,609
2021-09-04 19:54:37.986,/master/welcome,326
2021-09-04 19:54:38.685,/master/welcome,593
2021-09-04 19:54:39.074,/master/welcome,317
2021-09-04 19:54:39.533,/master/welcome,410
2021-09-04 19:54:40.312,/master/sign-in,588
2021-09-04 19:54:41.572,/master/welcome,592
2021-09-04 19:54:42.395,/manager/task/create,588
2021-09-04 19:54:43.865,/manager/task/create,603
2021-09-04 19:54:44.287,/master/welcome,334
2021-09-04 19:54:44.988,/master/welcome,593
2021-09-04 19:54:45.392,/master/welcome,325
2021-09-04 19:54:45.749,/master/welcome,330
2021-09-04 19:54:46.452,/master/sign-in,598
2021-09-04 19:54:47.723,/master/welcome,593
2021-09-04 19:54:48.533,/manager/task/create,587
2021-09-04 19:54:50.418,/manager/task/create,610
2021-09-04 19:54:50.808,/master/welcome,310
2021-09-04 19:54:51.506,/master/welcome,590
