timestamp,simple-path,time
2021-09-04 19:06:59.315,/master/welcome,502
2021-09-04 19:06:59.733,/master/welcome,372
2021-09-04 19:07:00.506,/master/sign-in,607
2021-09-04 19:07:01.896,/master/welcome,609
2021-09-04 19:07:05.707,/master/welcome,421
2021-09-04 19:07:06.472,/master/welcome,632
2021-09-04 19:07:07.313,/master/welcome,526
2021-09-04 19:07:08.187,/anonymous/shout/list,649
2021-09-04 19:07:08.981,/anonymous/shout/create,605
2021-09-04 19:07:11.027,/master/welcome,608
2021-09-04 19:07:12.309,/anonymous/shout/list,782
2021-09-04 19:07:13.554,/master/welcome,412
2021-09-04 19:07:14.986,/anonymous/shout/list,1240
2021-09-04 19:07:15.767,/anonymous/shout/create,595
2021-09-04 19:07:17.421,/master/welcome,1189
2021-09-04 19:07:18.237,/anonymous/shout/list,646
2021-09-04 19:07:20.323,/master/welcome,315
2021-09-04 19:07:21.091,/anonymous/shout/list,592
2021-09-04 19:07:21.869,/anonymous/shout/create,606
2021-09-04 19:07:22.899,/master/welcome,613
2021-09-04 19:07:23.675,/anonymous/shout/list,606
2021-09-04 19:07:25.724,/master/welcome,320
2021-09-04 19:07:26.485,/anonymous/shout/create,589
2021-09-04 19:07:27.468,/anonymous/shout/create,610
2021-09-04 19:07:27.857,/master/welcome,319
2021-09-04 19:07:28.635,/anonymous/shout/create,592
2021-09-04 19:07:29.646,/anonymous/shout/create,611
2021-09-04 19:07:30.007,/master/welcome,302
2021-09-04 19:07:30.764,/anonymous/shout/create,593
2021-09-04 19:07:31.79,/anonymous/shout/create,609
2021-09-04 19:07:32.164,/master/welcome,309
2021-09-04 19:07:32.989,/anonymous/shout/create,623
2021-09-04 19:07:34.086,/anonymous/shout/create,638
2021-09-04 19:07:34.501,/master/welcome,346
2021-09-04 19:07:35.273,/anonymous/shout/create,590
2021-09-04 19:07:36.312,/anonymous/shout/create,601
2021-09-04 19:07:36.712,/master/welcome,332
2021-09-04 19:07:37.513,/anonymous/shout/create,596
2021-09-04 19:07:38.552,/anonymous/shout/create,606
