timestamp,test-class,test-method,time,description,result
2021-09-04 19:51:23.69,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,12655,"[1] index=0, title=Create ShoutValidators, executionStart=2022/08/13 19:39, executionEnd=2023/10/13 19:39, workload=98.56, description=Create validators of task entity, link=https://github.com/task25, isPublic=true",OK
2021-09-04 19:51:32.832,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8723,"[2] index=0, title=Create ShoutService, executionStart=2022/02/13 19:39, executionEnd=2022/05/14 19:39, workload=98.57, description=Create service of task entity, link=https://github.com/task24, isPublic=false",OK
2021-09-04 19:51:41.902,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,8686,"[3] index=0, title=Create ShoutQueries, executionStart=2022/02/13 19:39, executionEnd=2022/04/14 19:39, workload=98.58, description=Create changes of task entity, link=https://github.com/task62, isPublic=false",OK
2021-09-04 19:51:51.854,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,9588,"[4] index=0, title=a, executionStart=2022/01/13 19:39, executionEnd=2022/03/14 19:39, workload=98.59, description=a, link=https://github.com/task25, isPublic=false",OK
2021-09-04 19:51:59.775,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,7474,"[5] index=16, title=Estetitulotiene80palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebaa, executionStart=2022/01/13 19:39, executionEnd=2022/03/14 19:39, workload=0.0, description=Estetitulotiene500palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebapruebaprueba, link=https://github.com/task62, isPublic=false",Expected value 'Estetitulotiene80palabraspruebapruebapruebapruebapruebapruebapruebapruebapruebaa' in input box 'title', but 'Create UserService' was found
2021-09-04 19:52:06.092,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5845,"[1] recordIndex=0, title=null, executionStart=null, executionEnd=null, workload=null, description=null, link=null, isPublic=false",OK
2021-09-04 19:52:12.591,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6045,"[2] recordIndex=1, title=million dollar, executionStart=a, executionEnd=a, workload=a, description=sex, link=http://sex.com, isPublic=false",OK
2021-09-04 19:52:19.184,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6002,"[3] recordIndex=2, title=Create ShoutQueries, executionStart=2023/04/14 19:39, executionEnd=2022/04/13 19:39, workload=-1, description=Create changes of task entity, link=github, isPublic=true",OK
2021-09-04 19:52:26.807,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6530,"[4] recordIndex=3, title=Create ShoutQueries, executionStart=2023/04/13 19:39, executionEnd=2023/04/13 20:39, workload=99.54, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-09-04 19:52:33.593,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6278,"[5] recordIndex=4, title=Create ShoutQueries, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=14.233, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-09-04 19:52:40.598,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6579,"[6] recordIndex=5, title=Create ShoutQueries, executionStart=2021/04/13 19:39, executionEnd=2021/04/14 19:39, workload=1.69, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-09-04 19:52:49.53,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,8294,"[7] recordIndex=6, title=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=100.59, description=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd…, link=https://github.com/task1, isPublic=false",OK
