timestamp,simple-path,time
2021-09-04 21:08:51.065,/master/welcome,1048
2021-09-04 21:08:51.51,/master/welcome,371
2021-09-04 21:08:52.268,/master/sign-in,606
2021-09-04 21:08:53.568,/master/welcome,603
2021-09-04 21:08:57.13,/master/welcome,304
2021-09-04 21:08:57.828,/master/welcome,587
2021-09-04 21:08:58.604,/master/welcome,525
2021-09-04 21:08:58.979,/master/welcome,318
2021-09-04 21:08:59.694,/master/sign-in,593
2021-09-04 21:09:00.996,/master/welcome,590
2021-09-04 21:09:02.35,/administrator/dashboard/show,1139
2021-09-04 21:09:04.202,/master/welcome,281
2021-09-04 21:09:04.616,/administrator/dashboard/show,385
