timestamp,test-class,test-method,time,description,result
2021-09-04 18:37:00.47,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,10832,"[1] recordIndex=0, title=C, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=99.4, description=c, link=null",OK
2021-09-04 18:37:12.263,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,11421,"[2] recordIndex=0, title=Texto con ochenta caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=99.5, description=Texto con quinientos caracteres aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, link=null",OK
2021-09-04 18:37:23.522,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,10875,"[3] recordIndex=12, title=Create TaskValidators1, executionStart=2017/08/13 19:39, executionEnd=2018/10/13 19:39, workload=0.0, description=ejemplo, link=null",OK
2021-09-04 18:37:34.745,acme.testing.manager.task.ManagerTaskUpdateTest,updatePositive,10878,"[4] recordIndex=0, title=Create TaskValidators2, executionStart=2017/08/13 19:39, executionEnd=2017/08/18 19:40, workload=99.58, description=Create validators of task entity, link=https://github.com",OK
2021-09-04 18:37:40.648,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5533,"[1] recordIndex=0, title=null, executionStart=null, executionEnd=null, workload=null, description=null, link=null, isPublic=false",OK
2021-09-04 18:37:46.739,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5744,"[2] recordIndex=1, title=million dollar, executionStart=a, executionEnd=a, workload=a, description=sex, link=http://sex.com, isPublic=false",OK
2021-09-04 18:37:53.036,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5919,"[3] recordIndex=2, title=Create ShoutQueries, executionStart=2023/04/14 19:39, executionEnd=2022/04/13 19:39, workload=-1, description=Create changes of task entity, link=github, isPublic=true",OK
2021-09-04 18:37:59.129,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5729,"[4] recordIndex=3, title=Create ShoutQueries, executionStart=2023/04/13 19:39, executionEnd=2023/04/13 20:39, workload=40.23, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-09-04 18:38:05.936,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6318,"[5] recordIndex=4, title=Create ShoutQueries, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=1.233, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-09-04 18:38:12.011,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,5698,"[6] recordIndex=5, title=Create ShoutQueries, executionStart=2021/04/13 19:39, executionEnd=2021/04/14 19:39, workload=1.69, description=Create changes of task entity, link=https://github.com/task1, isPublic=false",OK
2021-09-04 18:38:18.401,acme.testing.manager.task.ManagerTaskUpdateTest,updateNegative,6000,"[7] recordIndex=6, title=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd, executionStart=2024/04/13 19:39, executionEnd=2026/04/14 19:39, workload=101.59, description=ddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddddd, link=https://github.com/task1, isPublic=false",OK
